paso,velocidad,co2,fase,ttc
375,26.61,35745.16,1.0,0.0
376,26.58,38541.57,1.0,0.0
377,26.5,33646.25,1.0,0.43
378,26.44,34797.08,1.0,0.43
379,26.36,35299.01,1.0,0.43
380,26.24,28571.7,1.0,0.42
381,26.21,36481.02,1.0,0.44
382,26.1,33127.88,1.0,0.43
383,26.05,37609.78,1.0,0.43
384,25.95,33218.67,1.0,0.42
385,25.91,38201.18,1.0,0.44
386,25.83,31888.62,1.0,0.44
387,25.86,47000.64,1.0,0.45
388,25.88,28294.85,1.0,0.45
389,25.86,34839.66,1.0,0.47
390,25.85,36272.67,1.0,0.48
391,25.84,41732.27,1.0,0.51
392,25.76,32155.2,1.0,0.52
393,25.75,40562.1,1.0,0.56
394,25.72,37575.27,1.0,0.59
395,25.66,32745.91,1.0,0.61
396,25.61,37085.02,1.0,0.66
397,25.81,45959.65,2.0,0.74
398,25.9,35418.26,2.0,0.81
399,25.96,30122.47,2.0,0.95
400,26.12,41467.63,2.0,0.91
401,26.29,45790.11,2.0,0.89
402,26.41,33705.81,2.0,0.85
403,26.6,40285.31,2.0,0.82
404,28.51,47704.83,2.0,0.79
405,28.7,44135.66,2.0,0.77
406,28.88,42652.26,2.0,0.77
407,29.09,45011.39,2.0,0.69
408,29.4,54003.08,2.0,0.6
409,29.57,37503.14,2.0,0.51
410,29.84,47494.72,2.0,0.42
411,29.96,34923.97,2.0,0.33
412,30.14,53449.52,2.0,0.26
413,30.28,42850.36,2.0,0.19
414,30.45,49021.47,2.0,0.1
415,30.56,44287.37,2.0,0.01
416,30.66,47429.61,2.0,0.0
417,30.82,45679.96,3.0,0.0
418,30.96,46941.73,3.0,0.0
419,31.09,43881.87,3.0,0.0
420,31.23,48718.97,3.0,0.0
421,31.35,44613.32,3.0,0.0
422,31.41,35461.18,3.0,0.0
423,31.42,40957.56,3.0,0.0
424,31.38,34277.19,3.0,0.0
425,31.26,36589.92,3.0,1.71
426,31.04,34633.15,3.0,1.71
427,30.7,30840.8,3.0,1.72
428,30.32,33765.73,3.0,1.69
429,29.81,14227.22,3.0,1.49
430,29.46,34043.27,3.0,0.98
431,29.03,23727.0,3.0,0.72
432,28.59,27379.13,3.0,0.54
433,28.32,31860.18,3.0,0.52
434,28.02,20784.54,3.0,0.49
435,27.91,32885.4,3.0,0.46
436,27.83,28404.4,3.0,0.47
437,27.75,28585.67,3.0,0.44
438,27.73,38326.61,3.0,0.44
439,27.67,34773.21,3.0,0.42
440,27.53,22550.29,3.0,0.41
441,27.47,37435.33,3.0,0.41
442,25.66,28061.4,3.0,0.41
443,25.63,33365.0,3.0,0.42
444,25.58,35399.56,3.0,0.41
445,25.51,29001.43,3.0,0.43
446,25.48,32553.96,3.0,0.43
447,25.45,31803.0,3.0,0.42
448,25.53,39698.1,0.0,0.41
449,28.7,37130.21,0.0,0.42
450,28.72,36577.62,0.0,0.43
451,28.79,42762.1,0.0,0.45
452,28.79,33034.99,0.0,0.45
453,28.86,46122.01,0.0,0.45
454,28.92,40770.69,0.0,0.45
455,28.87,44547.35,0.0,0.45
456,28.78,43377.88,0.0,0.47
457,28.72,41949.88,0.0,0.43
458,28.62,40700.19,0.0,0.36
459,27.02,42363.83,0.0,0.3
460,23.78,33160.12,0.0,0.23
461,23.59,39836.19,0.0,0.16
462,23.34,31470.95,0.0,0.08
463,23.15,33506.18,0.0,0.0
464,22.85,23126.17,0.0,0.0
465,22.62,34197.55,0.0,0.0
466,22.35,23088.67,0.0,0.0
467,22.02,22370.56,0.0,0.0
468,21.76,27690.77,1.0,0.0
469,21.5,31695.43,1.0,0.5
470,21.21,22690.5,1.0,0.5
471,20.91,23336.9,1.0,0.51
472,20.6,20754.8,1.0,0.52
473,20.37,31821.26,1.0,0.51
474,20.07,22898.08,1.0,0.51
475,19.8,25028.39,1.0,0.51
476,19.57,31605.84,1.0,0.52
477,19.51,33694.74,1.0,0.52
478,19.38,23897.78,1.0,0.53
479,22.73,37796.03,1.0,0.54
480,22.6,28179.35,1.0,0.53
481,22.55,37456.45,1.0,0.56
482,22.48,30843.45,1.0,0.55
483,22.43,35871.7,1.0,0.57
484,22.43,39247.47,1.0,0.59
485,22.34,28778.54,1.0,0.59
486,22.32,39215.87,1.0,0.57
487,22.34,37345.64,1.0,0.56
488,22.28,30699.82,1.0,0.55
489,22.3,38477.02,1.0,0.51
490,22.25,30260.08,1.0,0.51
491,22.24,33833.91,1.0,0.48
492,22.22,32948.72,1.0,0.47
493,22.27,40493.59,1.0,0.47
494,23.7,37111.35,1.0,0.46
495,23.63,26350.95,1.0,0.44
496,23.7,44175.38,1.0,0.41
497,23.69,39787.93,1.0,0.42
498,23.76,43828.86,1.0,0.42
499,23.88,36202.23,2.0,0.42
500,24.03,38272.66,2.0,0.43
501,24.16,46931.66,2.0,0.42
502,24.14,29436.7,2.0,0.41
503,24.26,47033.12,2.0,0.42
504,24.35,39036.92,2.0,0.43
505,24.48,43238.36,2.0,0.48
506,24.59,41129.35,2.0,0.56
507,24.71,42983.08,2.0,0.89
508,24.87,42929.79,2.0,1.19
509,24.98,37432.16,2.0,1.16
510,25.21,45696.49,2.0,1.11
511,25.36,42355.37,2.0,1.08
512,25.55,49393.55,2.0,1.05
513,25.67,35795.99,2.0,1.02
514,25.92,47301.75,2.0,0.99
515,26.11,46257.73,2.0,0.96
516,26.25,40540.5,2.0,0.95
517,26.5,46085.61,2.0,0.94
518,26.74,54084.77,2.0,0.94
519,26.97,46466.82,3.0,0.94
520,27.15,38232.74,3.0,0.93
521,27.38,44123.17,3.0,0.95
522,27.63,42097.6,3.0,0.99
523,27.81,39636.37,3.0,1.04
524,28.04,42510.81,3.0,1.08
525,28.22,37276.59,3.0,1.21
526,28.42,43708.8,3.0,1.3
527,28.49,42748.82,3.0,1.58
528,28.31,22516.95,3.0,1.8
529,28.26,41082.69,3.0,2.07
530,28.06,24220.15,3.0,1.47
531,27.84,20038.34,3.0,1.2
532,27.71,31674.82,3.0,0.77
533,27.62,45599.66,3.0,0.54
534,27.5,20068.7,3.0,0.51
535,27.43,31662.5,3.0,0.49
536,27.39,27547.19,3.0,0.46
537,27.42,38100.91,3.0,0.47
538,27.3,21358.66,3.0,0.44
539,29.56,38168.56,3.0,0.45
540,29.52,36871.83,3.0,0.43
541,29.17,18558.57,3.0,0.41
542,28.89,31752.43,3.0,0.41
543,28.63,36702.58,3.0,0.4
544,28.32,26699.64,3.0,0.41
545,28.07,37150.17,3.0,0.42
546,27.8,31866.29,3.0,0.41
547,27.42,31968.72,3.0,0.42
548,27.01,27017.18,3.0,0.43
549,26.67,39479.91,3.0,0.42
550,25.32,39267.74,0.0,0.43
551,25.27,40709.85,0.0,0.42
552,25.26,48818.75,0.0,0.44
553,23.84,44339.48,0.0,0.43
554,23.77,41716.02,0.0,0.44
555,23.73,44699.67,0.0,0.45
556,23.61,46818.11,0.0,0.45
557,23.46,43556.88,0.0,0.48
558,23.35,46796.13,0.0,0.49
559,23.25,48328.02,0.0,0.51
560,23.17,48651.79,0.0,0.49
561,21.02,30309.39,0.0,0.48
562,20.81,33103.07,0.0,0.49
563,20.74,42636.2,0.0,0.52
564,20.68,37154.97,0.0,0.5
565,20.66,43729.39,0.0,0.5
566,20.61,38710.36,0.0,0.54
567,20.59,45766.76,0.0,0.52
568,20.5,29344.18,0.0,0.54
569,20.42,39684.69,0.0,0.56
570,20.35,34817.62,1.0,0.56
571,20.31,40965.47,1.0,0.57
572,20.22,35818.18,1.0,0.57
573,20.14,35946.16,1.0,0.57
574,20.11,40554.94,1.0,0.55
575,20.05,35555.74,1.0,0.55
576,19.98,34972.71,1.0,0.58
577,19.94,34425.84,1.0,0.6
578,19.88,36935.21,1.0,0.59
579,19.83,31619.38,1.0,0.62
580,19.74,31086.67,1.0,0.6
581,19.69,35916.73,1.0,0.58
582,19.62,30720.82,1.0,0.55
583,19.54,28684.04,1.0,0.52
584,21.52,35519.8,1.0,0.52
585,21.45,30661.72,1.0,0.5
586,21.43,37198.07,1.0,0.5
587,21.39,32853.93,1.0,0.47
588,21.35,31975.82,1.0,0.47
589,21.27,23905.63,1.0,0.45
590,21.27,36530.43,1.0,0.44
591,21.27,39893.31,1.0,0.43
592,21.18,37247.72,1.0,0.45
593,21.02,29402.21,1.0,0.45
594,20.83,27327.31,1.0,0.46
595,20.74,38468.26,1.0,0.46
596,20.62,34453.13,1.0,0.45
597,20.46,30552.36,1.0,0.45
598,20.4,40607.62,1.0,0.48
599,21.92,33895.52,1.0,0.48
600,21.77,30519.27,1.0,0.48
601,21.78,38191.9,2.0,0.47
602,21.83,38704.62,2.0,0.49
603,21.79,29492.54,2.0,0.49
604,21.86,41513.81,2.0,0.51
605,21.87,30037.56,2.0,0.53
606,22.0,48564.62,2.0,0.54
607,22.02,29095.73,2.0,0.55
608,22.11,39689.7,2.0,0.61
609,22.25,44970.63,2.0,0.76
610,22.34,40506.58,2.0,0.72
611,22.41,29498.76,2.0,0.7
612,22.59,38163.36,2.0,0.65
613,22.73,42308.23,2.0,0.63
614,22.85,34035.05,2.0,0.6
615,23.06,43064.92,2.0,0.6
616,23.22,42843.28,2.0,0.59
617,23.46,42821.18,2.0,0.56
618,23.69,38583.55,2.0,0.54
619,23.93,40041.48,2.0,0.55
620,24.17,47247.78,2.0,0.58
621,24.42,38269.09,3.0,0.64
622,24.66,41242.2,3.0,0.83
623,24.88,40517.3,3.0,1.14
624,25.15,45606.36,3.0,1.63
625,25.39,44650.32,3.0,1.58
626,25.57,41986.9,3.0,1.53
627,25.81,51423.07,3.0,1.5
628,25.93,47175.94,3.0,1.48
629,28.65,43255.1,3.0,1.45
630,28.5,35322.27,3.0,1.43
631,28.36,40005.75,3.0,1.41
632,28.21,41890.92,3.0,1.39
633,27.98,34456.5,3.0,1.14
634,27.63,29678.17,3.0,0.76
635,27.37,42085.05,3.0,0.55
636,27.18,39463.0,3.0,0.52
637,26.96,26340.51,3.0,0.48
638,26.76,39756.11,3.0,0.48
639,26.61,36024.02,3.0,0.46
640,26.38,32040.04,3.0,0.44
641,26.21,34940.5,3.0,0.44
642,26.06,41117.04,3.0,0.42
643,25.86,30743.29,3.0,0.42
644,25.67,32834.53,3.0,0.41
645,25.48,40087.65,3.0,0.41
646,25.3,31635.51,3.0,0.41
647,23.99,30924.98,3.0,0.43
648,23.85,38102.39,3.0,0.42
649,23.61,26662.87,3.0,0.41
650,23.46,33494.06,3.0,0.43
651,22.18,40660.78,3.0,0.42
652,22.02,31299.02,0.0,0.42
653,21.84,34039.86,0.0,0.44
654,20.02,36422.7,0.0,0.44
655,19.87,32405.99,0.0,0.45
656,19.82,32601.79,0.0,0.46
657,19.82,36745.04,0.0,0.46
658,19.8,38245.48,0.0,0.47
659,19.76,36639.44,0.0,0.47
660,19.76,37013.66,0.0,0.48
661,18.14,39627.58,0.0,0.49
662,18.08,27222.47,0.0,0.5
663,18.13,42990.46,0.0,0.51
664,18.1,33628.68,0.0,0.52
665,18.08,36981.22,0.0,0.5
666,18.12,39598.42,0.0,0.52
667,18.14,41053.38,0.0,0.51
668,18.15,39642.0,0.0,0.52
669,18.05,36861.89,0.0,0.53
670,17.91,28812.93,0.0,0.55
671,17.71,27800.65,0.0,0.56
672,17.62,40745.47,1.0,0.57
673,17.55,35701.77,1.0,0.55
674,19.53,27868.06,1.0,0.54
675,19.36,26022.7,1.0,0.57
676,19.16,26240.88,1.0,0.59
677,19.03,34151.88,1.0,0.57
678,18.89,33612.15,1.0,0.57
679,18.76,32720.41,1.0,0.59
680,18.58,26291.73,1.0,0.6
681,18.47,33425.75,1.0,0.6
682,18.35,34824.14,1.0,0.61
683,18.23,32719.66,1.0,0.63
684,18.09,31267.62,1.0,0.62
685,17.97,37480.42,1.0,0.62
686,17.87,36359.92,1.0,0.62
687,17.78,34414.06,1.0,0.62
688,17.66,34066.62,1.0,0.62
689,17.52,30202.69,1.0,0.65
690,17.49,42843.57,1.0,0.64
691,17.35,28666.37,1.0,0.67
692,17.25,36633.14,1.0,0.66
693,17.18,37669.32,1.0,0.67
694,17.11,32658.64,1.0,0.64
695,16.99,32453.22,1.0,0.65
696,16.9,30897.41,1.0,0.61
697,16.85,35378.34,1.0,0.57
698,16.74,31828.0,1.0,0.58
699,16.71,37609.17,1.0,0.55
700,16.69,40059.74,1.0,0.52
701,16.63,33547.43,1.0,0.5
702,16.59,36740.17,1.0,0.5
703,16.66,34156.58,2.0,0.49
704,16.71,30265.63,2.0,0.48
705,16.8,34310.8,2.0,0.45
706,16.91,35993.51,2.0,0.44
707,17.11,47060.8,2.0,0.44
708,17.17,31876.43,2.0,0.43
709,17.24,39208.37,2.0,0.45
710,17.16,32451.81,2.0,0.47
711,17.08,30206.99,2.0,0.44
712,17.06,37095.48,2.0,0.46
713,17.06,38536.06,2.0,0.47
714,17.04,32646.13,2.0,0.48
715,17.05,35303.21,2.0,0.47
716,17.08,36379.47,2.0,0.52
717,17.06,34691.35,2.0,0.56
718,17.19,40985.84,2.0,0.63
719,24.09,49091.23,2.0,0.87
720,24.13,38013.31,2.0,1.07
721,24.23,46933.24,2.0,1.02
722,24.31,47430.53,2.0,0.99
723,24.43,45958.21,3.0,0.95
724,24.53,51099.46,3.0,0.93
725,24.64,43053.41,3.0,0.88
726,24.8,47920.82,3.0,0.85
727,25.08,66636.12,3.0,0.83
728,25.24,50558.83,3.0,0.81
729,25.48,57265.04,3.0,0.78
730,25.63,54949.32,3.0,0.77
731,25.54,38248.76,3.0,0.75
732,25.4,45005.93,3.0,0.75
733,25.3,47600.15,3.0,0.76
